,roberta_neg,roberta_neu,roberta_pos
a6623df1a6,-2.5253165,-0.3774649,3.7217605
34409c9b8a,-2.7783523,-0.40527743,3.8137732
6a36ea6690,0.949925,0.7589571,-1.6328806
c5ec3e9e37,-1.4838924,0.4155751,1.221351
e74d67a818,-1.4103537,1.7805882,-0.21519628
b09824d000,-0.1418035,0.8716721,-0.5099047
3af70d3bc2,-0.90525764,0.6356958,0.32410568
5e5cb6d0a9,-3.0409827,0.35842997,3.2311168
0db9bf3e1f,-1.9752244,1.6562469,0.3390529
4de0e1bb73,-2.5361419,-0.8593266,4.206674
9a6736745f,-2.370423,0.71213704,1.8617624
8d40f9e62d,-2.6725085,-0.6126033,4.169979
727e51734b,0.23307723,0.43020445,-0.59083784
db23b82d03,0.7313023,0.17717378,-0.8949715
e03a74beca,0.85835475,0.108077675,-0.99607575
80b171ef7a,1.5902902,0.3180247,-1.9138116
d49d1b7de1,1.9556323,0.32152408,-2.0512366
4809e143db,-2.5328054,0.72882825,2.2111838
0edb544179,1.1509192,0.37094265,-1.6844256
c50f940f43,0.5666625,0.7035579,-1.2291111
9a27ba671e,0.21445005,1.09877,-1.2813351
27c4e1f089,-3.1099577,0.96994793,2.2988129
9965c5a810,-2.8204877,0.74015725,2.4349413
4f6d52cbd8,-0.005370345,0.73747766,-0.7307894
6c0bac4f19,-1.5582352,0.16990252,1.6412176
e692bbaf63,-3.0458841,0.11241257,3.3618784
365974d586,-1.3100085,0.35576284,1.2487793
32db5fc0a5,-1.9817485,0.4437883,1.6800963
600c58d8b3,0.97053427,0.5685405,-1.7242838
792c269f24,-2.5753822,0.5847147,2.2777274
2c6f1f637b,-1.7832587,1.9827337,-0.20031196
c6322a85c2,-1.6982219,2.018038,-0.24939016
3aa450d12d,-2.6611733,-0.60566497,4.0873113
10ad2966fa,-1.6053052,0.7146602,0.92872375
96b3a98962,-0.3361041,0.92637414,-0.3919826
b5c13364bb,2.1486425,0.3915155,-2.5273304
06ae0360a2,1.4604973,0.21816786,-1.6796092
060db97af7,-1.851091,1.8188064,0.2125361
67d5b57919,-3.0967584,-0.42269742,4.175976
a4388148b8,-2.621299,1.3982697,1.6467111
e43b9a1497,-2.2620971,-1.0454133,4.163939
527b27665d,-2.1187894,-1.031636,4.1488886
dbe35b6a0d,2.89053,-0.47009593,-2.5494905
92c4eadecf,1.0758924,0.47871536,-1.5717022
b1cec36547,-2.5945892,-0.097544834,3.2492862
1b5dea3fe9,1.5573182,0.34933382,-1.9596676
8d8c915ea5,0.045274008,1.0909853,-1.2341981
9b46f1ae17,-2.4922423,-0.33718187,3.4751613
1c68a5f609,-2.9925554,-0.009759858,3.4173813
b9a6b682b2,0.8726919,0.10748802,-0.8755294
092c10bd84,2.621409,-0.5137714,-2.23667
84fd3611d6,-2.07442,-0.4478866,3.2761016
9b8052833a,0.21869695,1.4965634,-1.8365177
f9bdd41842,1.08415,0.3815717,-1.4584949
13c47e9bc8,-2.3488395,-0.8930123,4.2364383
9a1eaacda3,-1.9581245,0.7797373,1.359427
8645bcae50,-0.08137016,0.51740736,-0.25184688
b70c6bf768,1.6008395,0.16792129,-1.7808441
f67575d0e9,1.7550609,0.27245176,-1.9745387
ba93b78cfc,-2.0441275,-0.13960423,2.5689607
77c659aa89,-1.8912414,1.4885957,0.5512624
303a1773cf,-1.3986452,0.72844213,0.8974886
aa8b44f1b2,-2.1346931,1.3260002,0.8711072
bf95b25f9d,2.6594777,-0.23917587,-2.2552192
b21b048c1d,0.8982485,0.7492415,-1.5566308
4f7cba2eff,0.3249449,0.9684567,-1.4142157
31dbbd2bb4,-0.0145129375,0.8968618,-0.71982884
a7506a67a4,-1.56163,0.037151046,1.9279991
b2c81f2c95,1.7201419,0.3502195,-2.166139
99c5936498,0.86969864,1.0500467,-1.8677367
7315faa6ce,-2.446701,1.1390862,1.5131599
132462ca21,2.1385818,0.13216656,-2.129013
a7225483b3,-2.9707642,-0.13061622,3.6612449
2dfb1e0fe3,0.068596214,0.2882406,-0.21372232
3a013a37a6,-1.7814226,1.8296702,-0.10455281
b70639aec0,2.4172127,0.015821174,-2.4398143
0b5a804a3c,1.8703892,0.4130656,-2.407291
78ccd0cec0,-3.3379338,0.29365802,3.5030928
1c464c8953,1.6039422,-0.21508783,-1.4491228
29da8ca76b,2.1055946,0.28519964,-2.326784
9d414d77dd,3.0876727,-0.54154843,-2.597869
4d05d59122,-0.3150844,0.13517882,0.48384303
5a2393940b,-0.4218107,0.60025924,0.005159162
2fd9eef1f8,-2.4327548,0.89082325,2.0341427
938c32de3e,-1.9635797,1.2805382,0.56394935
0e3d04ed05,0.41530526,0.48541957,-0.86441076
9a0fce6d7e,-0.7215819,1.2225468,-0.6161456
32eb024489,2.7951808,-0.41036433,-2.2655487
6af90a76e4,-1.869463,-0.4818279,3.09294
2b68738448,-1.0680058,1.4804571,-0.24115255
af087c9deb,0.34909403,1.1377866,-1.6854982
8823244442,1.5212417,0.33830136,-1.6617051
9bb06e4848,-0.18412043,1.6049726,-1.349799
717e76b467,-0.0063389204,0.76068294,-0.76853216
3b6fdcc518,0.52244455,0.544443,-1.01617
f6cb27e38e,-2.7157142,1.7754011,1.1482561
419f3e9ef8,1.5176632,0.071700856,-1.5606521
f29654c873,-2.596585,-0.7856881,4.1574793
7e46f3f92a,2.289341,0.09561123,-2.5327826
43ad351369,-0.973996,0.3946364,0.83978325
853ebd7b47,-0.9274491,1.7982566,-0.817141
ef60a2d1e7,-1.0540056,1.0727828,0.085637204
983088f2b4,1.027205,0.20846115,-1.222071
50b353f751,-3.1834588,0.14668323,3.5623026
c4cad35b0f,1.5733426,0.5579173,-2.105286
9c44566550,-3.2441764,0.7149706,2.650859
32b28d840b,-2.145484,0.51082915,1.9837939
d576839165,-2.1137888,-0.93404746,4.029499
86f3b2e352,1.0967008,0.3254006,-1.4682178
ef1eb004ff,-2.0794592,-0.07827614,2.677522
36bc98037c,-3.1068463,0.3938166,3.1875684
faaf6a6f64,-0.09877093,0.6636071,-0.53462946
69789cff46,-2.3245077,1.2332056,1.4147087
586a76af3d,-0.69875336,1.061332,-0.35335287
dfd9f1800b,2.1172585,-0.077327184,-1.8732989
e0090fba83,-1.5250982,1.2658403,0.6080428
d9e1b10a4f,2.9672632,-0.45575094,-2.5097005
0e5d9cd378,-1.4216785,1.2760077,0.43094862
1a82a50aa9,-2.245415,0.43602192,2.1294684
57ee48d640,-0.37941793,0.42083174,0.17406881
e0794d1a3e,0.49614447,0.92351645,-1.4103558
2baa1924cd,0.7732188,0.25195724,-0.96499026
c3261537c6,0.5879937,0.2570489,-0.7698252
4acd2d7380,-1.1164616,1.3861057,-0.17629415
259ab53f07,0.7813236,0.669579,-1.0614252
c180265483,-2.3991976,1.0358964,1.5449629
1e7956b538,-1.806518,1.8194473,0.026310377
c8a9799256,-1.7080953,0.8736236,0.8616878
9fdac069e1,1.1963061,0.37157196,-1.5111626
e27ea173e0,-0.6337811,0.9124023,-0.11713151
e468a185dc,-2.11296,0.72349477,1.9302157
fe626ba958,0.4234345,0.42162192,-0.55774283
995db37ffd,-2.0770788,-0.88331246,3.9193046
a539826f28,3.0095077,-0.6108111,-2.4403477
5efc764068,-3.2157161,0.42406684,3.2210412
e133dbdc62,-2.3243318,0.67302406,1.9232866
e74af209c6,-2.834888,-0.23445459,3.669877
aca7565010,-1.4030416,0.33347374,1.3639503
cac874449f,-1.1394317,0.23188761,1.2263589
bff45fe27f,-2.484004,-0.84378135,4.205716
60521a571e,1.4587972,0.26685882,-1.5145596
3b6a25d97c,-1.0715355,1.2217788,0.007307239
bcf13877f7,-2.4578586,0.5478051,2.2610404
c4a8602e0a,-2.6388724,-0.122766495,3.4138653
4e06f98760,-1.3592651,1.3820591,0.03760203
62aebe35b6,0.83643264,0.85295236,-1.6550807
0237b6fd87,-2.3241005,0.34723496,2.4518125
c860b3f840,-1.4200718,-0.118035324,1.9304502
cfdb8ea6d8,-0.83955455,1.3563118,-0.47632018
935a3c2bf5,-0.7982159,1.313301,-0.36929032
c1e33be64e,-0.5915381,0.9271666,-0.32213673
000b3211af,-2.7478962,-0.47707355,3.801584
ffa3258a83,-0.3002299,1.9086094,-1.705676
10f2498c35,0.066544145,0.3493544,-0.22524568
35674461fe,-2.3326993,-0.56725144,3.6312158
4c086d6a58,-0.45933387,0.6609808,-0.19763342
d6a8cee69b,-1.7138188,0.14005074,1.8207315
8e4553e921,-3.015439,0.93483144,2.353281
cbfe82ef26,2.4466987,-0.20885868,-2.2477999
9fb92f7504,-2.1139655,0.58206904,2.0166242
49ffb6b465,1.7873611,0.32206917,-2.0782557
ed0ace22bf,0.3502376,1.205555,-1.4132155
dc346c6f1c,1.1430283,0.36715645,-1.5497031
178b3ca782,3.0671077,-0.326437,-2.5782518
0e83e0955a,-1.2053325,0.6495385,0.65937424
6d3596cdb3,-1.9122249,-0.28469944,2.8915796
696a2abd8a,1.3621225,0.71657234,-1.964074
26d169a9e9,-2.3821774,-0.86540437,4.175405
52fd9f56fb,-2.517481,-0.6695056,3.9220095
2f7b589c41,-0.4099775,0.41481197,0.15998787
1620bd719e,-0.6475864,1.0669935,0.0066389963
6e805ea65a,1.0464107,0.29864466,-1.3830405
08f6036add,1.4533978,0.596322,-2.1160905
ce4b5fe266,-3.1055555,0.4924153,2.8231626
792c97a352,-2.9164524,0.11851722,3.1995277
384a8c1c53,-2.656265,0.6930213,2.2189183
8c08631422,-0.8537749,1.6536272,-0.7127369
daed8640af,-0.49082556,1.0145572,-0.3498131
0c79867978,2.3681197,-0.038964972,-2.2089815
fe588dce16,-3.2597203,0.93042564,2.5062943
30b5985a07,2.5442631,-0.28471363,-2.3833017
c3e87ee9c0,-0.25429496,1.1890367,-0.97499645
5bbfbb31da,-0.7790665,1.4438212,-0.45412496
41cf23c2d2,2.3099492,-0.14051148,-2.2090049
e027169ec6,1.9362813,-0.056643546,-1.9847175
6c843b2f56,-2.561728,0.1290878,2.9793906
29736d30cc,-2.8716283,-0.6125133,4.108297
2da7ae1656,-2.0070927,0.1245421,2.5685701
0927b99040,-1.2351038,1.8371773,-0.43718603
a35cb60975,-1.3675568,0.5890025,1.1286576
7e49648b99,2.8749762,-0.45823705,-2.202145
b7234b7720,-0.01093227,0.45943302,-0.4015323
5bbef6942a,-2.0678158,1.3525015,0.92520547
c9e5ca399a,0.037349004,0.39590997,-0.25320783
d7607b8133,-1.3318727,1.7121477,-0.28286815
2d5206550f,-2.560153,0.2752185,2.6772475
13632b763a,0.92750525,0.28086472,-1.1660589
f841b0e812,-2.6363177,-0.115827784,3.4248548
09e0880c54,2.6634772,-0.16557315,-2.422926
bf2419a824,-0.5190374,1.3422475,-0.6834231
2fac1b845b,0.22576419,1.2993612,-1.3909658
15fb68bf9f,0.8655416,0.2794463,-1.0059316
a93afddcdf,-1.0591799,0.77126354,0.25960156
8ec2997024,-2.4529097,-0.33954263,3.6280107
6559ad2e3e,-1.7990975,0.9210124,1.1146101
a2867122b8,1.0655441,0.63574064,-1.6267256
17deedd7a4,0.30571783,0.06429381,-0.1549119
d27429521a,-0.0030266456,1.0281148,-0.78523326
273aa26c3d,-2.4686275,1.038615,1.5331547
c12a98d8f3,1.5665542,-0.011308923,-1.3471032
0a60d11178,-1.6358538,0.30965078,1.8222429
58b7571313,1.043709,0.5232341,-1.554073
a25f8983ff,2.663282,0.10155017,-2.7767005
9b172f1737,2.7968311,-0.54182035,-2.3542547
c016333e85,0.7547079,0.39375138,-1.2061137
63ec4e7de6,1.4397498,0.5541562,-2.0687587
7796395821,3.007815,-0.7033707,-2.289063
4f2e517832,-3.3515427,1.6220543,1.99548
b3b338bcd0,-1.3508887,0.50068426,1.0978214
add95c3198,1.3146348,0.71426266,-2.179675
c41d259d60,0.5343885,0.49720097,-1.01154
3099b7261b,-0.5048387,1.2180538,-0.68950146
15892f296d,-1.3398242,1.041242,0.29639217
d12acf4e01,-1.45107,0.5755296,1.1239918
dad3160e52,1.1981745,0.68246216,-1.6033791
598603422e,-1.561641,1.6259319,0.06756166
c3c79502f9,3.150892,-0.39891666,-2.766014
02b43cd23c,-2.6665497,0.4228741,2.545034
058f39acca,-2.5504014,0.19060908,2.7899327
90af5c843a,3.2162104,-0.72173214,-2.4750721
200f2b3566,1.2588441,0.6611975,-1.9401059
85f882c027,0.905943,0.5636887,-1.4099574
5496094dac,1.7185864,0.34947532,-2.0821943
866582d5a3,-2.7021432,0.468633,2.6749973
cb20977501,-2.8695993,-0.06897364,3.6388621
ddfc2cc8b3,-2.585726,2.3526413,0.26145306
0de656eac1,0.51209474,0.9933522,-1.4077379
6be59d11d8,-2.061523,0.08111546,2.3911772
31d260e718,0.117775455,0.89674383,-0.87107325
b22aff92be,0.937844,0.3885572,-1.459226
96cc75e508,-2.764999,-0.58074164,4.0986323
664d148574,1.8132045,0.49046028,-2.5038414
6872aea3a9,0.10631369,1.2819271,-1.3468169
21d77a32fb,-2.4632607,0.6814,2.1699665
5d8cc77f93,0.2673615,0.30632174,-0.14806682
803e9c0931,1.1570452,0.7357353,-1.9426703
16ca8a5ecc,1.1991209,0.63323,-1.810551
038c049e2a,1.429431,0.8313098,-2.2040062
28e1999323,-2.2403483,-0.77666473,3.9492185
438a7d203a,-2.6136265,0.11731857,3.03739
0117a03b6d,-2.3519616,-0.2543838,3.4821029
cad99e531f,-0.13148543,0.30309176,0.15941864
4987bf323b,-0.9045621,0.33524543,0.7691202
ba3e84e67f,-2.0964727,1.1107736,1.0399714
b2dc59805a,-0.8622398,1.060246,-0.024116442
797aa81fda,1.8490582,0.02432482,-1.9629318
0ea64bcbe6,-2.6977465,-0.04238373,3.3504424
4e7fb463e0,-2.5940442,1.3141128,1.480509
b33c27ad85,-2.2660763,-0.59782696,3.6127324
50eb2a08c3,-2.8233294,1.3433363,1.7393337
0ee55890a7,0.67202157,0.041297685,-0.7738106
eb9c11eb52,3.3217733,-0.6298642,-2.631247
cf16d0c659,-2.4839978,-0.18659857,3.2322214
f7aa65a988,3.1807623,-0.6350569,-2.455603
b8a3fea60e,-0.54908437,0.45879573,0.235511
5389177883,-1.3775685,1.3831055,0.27510053
e59fd12277,-1.6607766,2.0436654,-0.36747602
264f1af9a0,2.6394334,-0.093723185,-2.4815187
d19724f22f,-1.8042804,0.67201877,1.6147474
9d4dfb1f9e,-0.67605346,1.5815067,-0.90643555
e6b380cd3d,0.9263385,0.61115277,-1.5506703
993c6eadd2,-2.8089466,0.10446172,3.1399264
7993d38b85,-0.7134228,0.4609846,0.31287998
42caab438e,-1.2181832,2.0222726,-0.74487066
b5e7df1efe,1.2988895,0.52533627,-1.5205823
017a0bbb36,-0.3936975,0.69803023,-0.068969585
12cfea907c,0.8882872,0.6174706,-1.3460935
43449f0068,-3.116451,0.20682697,3.406804
795556dc39,-2.6015835,-0.536296,3.8795915
38e8111514,0.5272084,0.1531526,-0.6150263
18ee9d146c,-0.49248603,0.82881796,-0.08116139
f5e9c0eef2,-2.374211,0.24386452,2.5334964
434e673353,-0.114877775,0.85340506,-0.6492751
8b8932427d,-0.1310328,0.42901528,-0.061240487
c5f383c0a0,2.6358824,-0.1935988,-2.3916883
1.03E+211,0.048944842,0.04185629,0.14526641
8def10379e,-1.1594145,0.33004874,1.2245656
74af7e0835,-0.72372156,0.62164444,0.19595596
bb53ba1a89,-0.04882128,0.5247377,-0.18282032
11c5c7850b,-2.4048688,-0.16461034,3.2392645
455ef3e9b6,-2.3308506,0.7845145,1.966274
d761530c7f,-2.0115101,2.0878458,-0.055890225
ed1e06027c,1.4129859,0.7227293,-2.1649165
47b4e91e39,-0.2899196,1.1065848,-0.88885224
0b39781a5a,-0.13451022,0.36677164,-0.096720345
8fbd0b19e6,-1.3749402,0.9534781,0.5720203
8429087609,-3.3798823,0.92261416,2.7385836
7900f25fbc,1.9238839,0.05160851,-2.0432348
312868ebb2,-2.953187,0.19181286,3.2504501
5f2c04acd4,-1.3735862,1.2416551,0.09896403
55b8e44c02,-3.0763888,1.9419073,1.251411
106aa6d022,3.229461,-0.61717874,-2.7672577
4975dbda48,0.8310631,0.44061553,-1.1706532
a3145ba47e,0.7783707,0.9046227,-1.6866294
7e19629684,-3.4255853,0.84015566,2.9981503
3495e809b3,2.692373,-0.14054655,-2.5123563
a1b67a24aa,-2.2214122,0.9806709,1.4422728
a0b1828b67,-3.0565524,0.21918662,3.3087287
311985067b,-2.2051392,1.5442686,0.9847131
c392253b42,0.9202979,0.70408916,-1.5164188
62f3e63c1a,0.6472519,0.2737983,-0.90385145
2942ed51f6,1.4406247,0.30139887,-1.8263031
03798acf38,-0.9939675,0.11899252,1.1263057
fd1ebb37c3,0.34941876,0.5867962,-0.850402
478a005e7c,-3.049545,1.659108,1.5352933
9608ece440,-0.99213773,0.9720579,0.017740913
e6b24b7014,2.0728154,0.1278389,-2.0441816
105b761a2c,0.6164182,1.1141616,-1.5646731
cca7cce9c8,-0.6013602,1.6370742,-0.9552338
d0b2e14355,-0.6896201,1.1580342,-0.20729437
f27f60c847,-1.5834937,0.64127696,1.3229839
5380d2b0e5,1.4485738,0.14537366,-1.5612656
38148a3e98,-2.0554738,1.9416947,0.0036247745
b29ea1892f,-1.8539072,1.2488071,0.7362315
7dd51bdec1,-2.7376213,1.954413,0.71019024
409767144d,0.6405374,0.11945848,-0.7381088
c627db4613,-2.339476,0.43809855,2.2239008
9fc2217d38,-2.6459112,-0.5539148,4.0490727
d14b33ede0,-2.9376822,-0.22340429,3.829529
e7ed611f06,-3.0649662,1.4116083,1.940227
a61d4c6048,-3.2174,0.40936893,3.1371467
74b427ffa8,1.4144254,0.08602817,-1.5936255
c7568067cd,-0.50349927,1.5122607,-1.0233742
8a6cdf6832,0.9982757,0.20721622,-1.0179452
f4d1a681af,-1.4761595,1.609365,-0.14022943
f81d71d2c2,-1.6347649,0.64446384,1.1449748
029a603b00,-2.2308998,-0.6142537,3.5757427
e6826a5aa5,-2.9488595,0.0072663575,3.270616
1e41208494,-0.2263972,0.9801574,-0.5864465
23f4fd4385,-3.5697856,1.2413404,2.4285727
aa17c6f797,-2.2823114,0.079792775,2.5859766
136b1926c9,-2.5785718,-0.35250163,3.80437
6f381bb00f,-2.4906938,1.630175,0.999534
c0d5be8bd4,0.45379627,0.5591044,-1.0956969
e09b90939a,-1.0977042,0.9061718,0.28491136
ec835dc0b0,-2.7171474,-0.4244421,3.9678378
eaf90c4253,3.2073264,-0.4091587,-2.7266345
41a96b7954,1.7579215,0.14338523,-1.7519476
e5a26fb323,-2.0700502,0.4382301,2.1757033
4e5d66beb2,-2.314252,-0.5530488,3.6610174
4c5a7e6ffc,1.707854,0.6474744,-2.3136568
53714350ac,0.09113537,1.0354226,-1.1059806
b4401d6b4d,1.0328386,0.42906052,-1.3203386
05ff657624,-3.3406973,0.18697797,3.7974725
dd72ee1430,0.21696244,0.5033043,-0.5394137
094e0509ad,1.8599236,0.40528154,-2.2186291
0182dd7de1,-2.6159286,1.0371673,1.8031257
5b70f8bc73,0.9736945,0.33178973,-1.3690886
8c280d0f80,-1.786399,1.1777114,0.5642759
98c02118e6,-0.6811771,0.59717,0.122661434
f4f24160c3,-1.9202902,0.7083696,1.6636095
80420cfe74,1.0084279,0.04891312,-1.0476449
5f1811bb3d,-2.8270035,-0.2628851,3.6526136
c7d3ab998a,-0.20724669,1.3367407,-1.048644
7abd932d50,1.2514796,0.38981408,-1.6556109
ed298c6e5d,-2.5646286,-0.7126455,4.140551
3257bafde1,-1.3011165,1.0482187,0.35886133
2c150a0703,-1.2521116,-0.09207636,1.799606
2252c58ab0,0.30905926,0.45772433,-0.5714581
7d933d9d21,1.2989867,-0.016672194,-1.2045485
f6400f56e9,3.0689037,-0.6911007,-2.31669
4477b985e5,-0.7780818,0.6973465,0.48746416
66019ddc8f,-3.0046782,0.9364387,2.4659016
a7cf141043,-2.1935334,-0.14055912,2.9536963
4b2b16581a,1.0535564,0.70270807,-1.4995195
e1a3e4575d,-2.563395,1.0897057,1.6685097
719934e5e0,-2.402586,1.1636547,1.5973159
dcba201932,-0.28310633,0.7549003,-0.34390873
a55208f877,-2.2387137,-0.7923826,3.9203076
c13f8a6154,-3.1033075,-0.32306057,3.9511297
e0eeef2f3f,-0.77780646,1.7070419,-0.7982198
003816f151,-2.5468078,-0.0016247034,3.2473223
69c36e5f81,0.6008157,0.84805715,-1.4394673
898c63c69f,-0.898725,1.1690078,-0.22207817
b01100d6c6,-1.6560373,1.3384347,0.34016216
131da67079,-0.16908193,0.36974669,0.008043282
2a83e56667,2.533511,-0.3303119,-2.2328267
83b44dda65,-1.1837299,0.36811882,1.0285422
b3fa6e5c24,2.546998,-0.012106612,-2.4426003
03e41eeb4f,1.1672993,0.77323794,-2.0520346
83fc759a0b,2.4280815,0.0025508255,-2.4039116
ff9722bca7,0.36548674,0.6375082,-1.009265
ebf6233a5b,-2.7597172,-0.05333154,3.2318935
9e4228219d,-1.6664367,0.8201166,1.2414767
25ce9a8b1b,2.2469618,0.06407357,-2.1266284
ed6a316e8a,-2.7781339,0.5431708,2.4684405
4244aec072,-2.992622,1.3492495,1.655259
90751fc00f,-1.1061499,1.5000427,-0.18041548
c653189d96,-2.8586788,1.1358862,1.9771966
9b2b40dda6,2.5971465,-0.2909962,-2.252569
e4838b68a2,1.440248,0.06161523,-1.5430881
0ce20ef06e,-0.81399137,1.6673009,-0.68711364
fb030409ab,-2.48154,0.24501328,2.7625186
ae1b11d7ec,1.9513032,0.42357534,-2.2733035
8739e2666f,-2.4024413,-0.8377838,4.154164
e9a77e014a,-2.3830733,0.9508581,1.8244431
7920a12924,-2.5462692,1.3406963,1.3701221
8c091fb754,-1.5510837,0.25484365,1.5197736
d3e52b51b7,-3.2356076,0.24682327,3.433515
4addb8e422,0.6846355,0.71791214,-1.2920129
f18b102ad6,-1.4571614,1.549242,-0.17662072
7720aca199,0.5172875,0.6562358,-1.2639662
6115285ce8,0.54172057,1.1969409,-1.5568056
a7af432585,-0.908822,1.5375161,-0.5129873
28db608c0d,-2.4791646,-0.8247041,4.1062055
7e45ea194d,2.5253558,-0.108301856,-2.3248386
4760319f17,-2.4670453,1.6958326,0.5349002
f3de150883,2.4348474,-0.2920084,-2.187243
7e82aab535,-1.3080311,0.4410224,1.1225969
bcc50747b1,3.1070707,-0.37713832,-2.7349808
357483f649,0.62840897,0.24197887,-0.813202
261a5bbd14,0.14015341,0.9181148,-1.125772
b03e2a23e5,-1.4621305,1.917596,-0.4455136
ad37dcf4ff,-3.2968793,0.2928697,3.4257774
5cd1ac2c57,-2.0084782,-0.39522535,2.9745986
7f0a146e26,-1.4144003,0.14459832,1.7028595
3626f85ac4,-2.0289059,1.9747169,0.008801632
cbd04fb4eb,0.37817672,0.8879658,-1.1810557
b8f7efe383,-1.0745559,0.48182547,0.80870885
d2ca4e1d3c,-1.0179318,0.70562994,0.4655492
8eedc5a2ed,2.596891,-0.32674503,-2.1701727
3b5aecf8d6,1.0973594,0.5671938,-1.8303212
a154540c08,-2.9845405,0.23885493,2.9931395
48801ef73a,3.0613165,-0.26084268,-2.926303
91412dffcb,-2.3631554,0.038545847,2.949949
68a9b81741,-1.8577125,0.2248941,2.0369139
458f7b2493,-2.2431245,0.12483825,2.643229
cf05148ed6,2.588738,-0.48372275,-1.9382011
c963a42282,2.5529647,-0.064984515,-2.4928753
3d17d4b72c,-1.3716261,1.5173872,0.00027080625
eb79aabf05,0.9284937,0.64638484,-1.7136126
21d05898d3,1.7352165,0.20159289,-1.8103808
e76b1c30bb,1.1324189,0.7611356,-2.0506725
2c5f261ff3,-2.1421685,1.2023872,1.0990087
d3935b8571,-1.4029572,0.46650416,1.0748076
2a35e976ea,-2.1494212,0.9333508,1.535443
3d128b58d0,-3.0055356,-0.18280555,3.7126746
67348350a4,1.130651,0.9539181,-2.0784345
93b5d1bbea,-1.5283103,0.15229844,1.7358795
ed6bd3958e,0.8074927,0.4586994,-1.1234045
45e3f93e9b,-2.9686651,-0.060175046,3.5358684
51051cb758,-0.5366531,1.4444261,-0.6612166
b84ea78203,-2.548181,-0.44365358,3.663705
441dcaef31,-2.1061516,0.33071774,2.0926404
b4e721aa1e,-0.22141825,1.4393184,-1.3890225
a92e8ab2a1,-0.20623906,1.1183963,-0.80553776
31d77e5ff5,0.517551,0.42356634,-0.867995
e887fbdfd5,1.8399737,0.015578918,-1.8088704
78094a1191,-0.6559718,0.7777042,0.378648
a447f480ec,-1.7448117,1.2546071,0.50424635
e2fdad0321,2.1720104,-0.0030550212,-2.2364888
67cafda653,1.1354622,0.7125851,-1.8172686
356bdefc64,-0.6741327,1.1572964,-0.6046204
d6ce1fc670,0.6394271,0.54814523,-1.0771569
d613b00386,0.8459701,0.74039644,-1.615975
507a584ae5,-2.0838642,1.0989518,1.1101792
2418966865,0.8817474,0.59386593,-1.5704325
6247a1db0b,-2.6782198,1.8078644,1.0256634
e48cf1bff4,1.1632824,0.60395557,-1.7364833
6e693017f6,-3.1493583,-0.15098311,3.902056
2c60e1c7a2,1.0188287,0.8186083,-1.8563675
b770afa9e6,2.9833388,-0.44535458,-2.494721
fe7c9215ae,-0.87824714,0.3130489,0.75630057
472c3e2c41,-3.467886,0.8063966,3.003355
0d7697aa10,-0.35126537,0.22914764,0.27609777
fe09df7e91,1.6883842,0.3068242,-1.7915816
33eb5a33be,-2.7370772,0.61701757,2.358265
bab53b4152,1.5235854,0.0754919,-1.4243966
f877442216,1.9093045,0.03044258,-1.8437546
311740836a,-2.2193336,0.08635658,2.627753
80aff8d880,-1.2486622,1.532831,-0.12820694
fe89e929f4,-1.4395769,-0.27367407,2.1949742
0f4be91a14,-2.195897,-0.81270474,3.7940598
5225c062f9,-0.54565305,1.042985,-0.19753423
bd499c0bf7,-3.2649474,0.6727506,2.9675791
483bb46b97,-3.2348824,0.77560174,2.6341844
dacb6d78af,-2.2756157,-0.64959574,3.6931894
98b6544758,-0.2998562,0.5864594,-0.18025947
275fa7a3f8,-2.5667882,0.17114583,2.8861194
346ce6428b,1.7647691,-0.03270296,-1.7172819
086bee572e,-2.9559944,0.025746122,3.1960497
22df86426d,-1.102217,1.3599458,-0.28589034
63dcc7d29f,0.63013595,0.7618044,-1.4249991
f7ac9e16e5,-2.4819732,-0.007034622,2.924392
59159f2163,0.28027123,0.36713398,-0.49940732
c7fc03de4d,-0.7823804,1.1983564,-0.4228985
002bb8f1b3,-2.910248,-0.4466669,4.0578837
d112d2e5bf,-2.8324347,0.7763393,2.300246
c762607c42,-2.360156,2.0572624,0.47579712
09b5db7af0,1.0316021,0.989635,-2.0450215
aa51082711,-1.3732293,0.30306834,1.3842515
d4b544abff,-0.31997457,1.5860025,-1.2512155
ea1e41d586,-1.7147536,0.5929478,1.2326056
ba28fe48b2,1.0113955,0.38825226,-1.3114299
39e9f0e449,1.2240951,0.49158907,-1.5779597
209de29f24,0.3519755,0.62642866,-0.88381636
52aad0e22e,-0.14497848,0.62849236,-0.32546818
21ab400cb3,-0.8275225,0.70693785,0.15424868
e93220b868,1.8166115,-0.21028529,-1.5365353
57ea442d4d,-1.1167933,0.6662319,0.7008736
88a120f336,-2.1694748,-1.0512362,4.019269
52fc580b72,0.478329,1.1647074,-1.4908496
3dc1ed5f06,-2.2633977,-0.8115513,3.9370594
fe2f3f3359,-0.9848221,0.23853405,1.085416
e170fafd8c,-2.676322,-0.57039964,4.0589404
b38df0845d,0.18091798,0.76800424,-0.73630416
cf1739382c,-0.58880275,1.0731386,-0.499602
63e434fbf0,-2.7778401,-0.13908634,3.3861523
43d10bd312,-2.395571,0.24153669,2.8275852
6230b5c435,-1.4436398,1.3090329,0.3758134
c6bc7536ef,-1.4622993,-0.27489656,2.1591272
c8caef9df3,-3.2491171,-0.039513297,3.6820805
213eae85e9,0.68790686,0.5056906,-1.2518626
